iter	MultiClass
596	0.1026564114
597	0.1023577193
598	0.1021450095
599	0.1019056052
600	0.1016815522
601	0.1014882203
602	0.1013280893
603	0.101092326
604	0.1007970756
605	0.1005263556
606	0.1002944772
607	0.1000568334
608	0.09991280719
609	0.09971869989
610	0.09957658882
611	0.09930002939
612	0.09905875896
613	0.09889190895
614	0.09871302481
615	0.09857573874
616	0.09841096876
617	0.0982014561
618	0.09792148437
619	0.09768365461
620	0.09752710149
621	0.09737862767
622	0.09715956563
623	0.0969322269
624	0.09674349362
625	0.09646696828
626	0.09621060997
627	0.09600810155
628	0.09580881902
629	0.09558548533
630	0.09535646184
631	0.09514111821
632	0.09489310927
633	0.09472408169
634	0.09449114111
635	0.09430218125
636	0.09419030026
637	0.09395426942
638	0.09377453945
639	0.09356032696
640	0.09331316703
641	0.09314375682
642	0.09297634496
643	0.09274709256
644	0.0924807013
645	0.09225268329
646	0.09204089206
647	0.09190666498
648	0.09169566195
649	0.09154346243
650	0.09130421204
651	0.09114089754
652	0.09093211468
653	0.09074037797
654	0.09061565873
655	0.09052089234
656	0.09028852002
657	0.09012065016
658	0.08990055933
659	0.08973742764
660	0.08952948219
661	0.08930140248
662	0.08914531663
663	0.08899284022
664	0.08880597661
665	0.08871651042
666	0.0885164452
667	0.08832880669
668	0.08809641279
669	0.08787908467
670	0.08774272348
671	0.08747405222
672	0.08732895814
673	0.08714465624
674	0.08701401627
675	0.08679612847
676	0.08657002728
677	0.0864115486
678	0.08627806408
679	0.08607803164
680	0.08585060041
681	0.08564246578
682	0.08551627362
683	0.0853048113
684	0.08512395772
685	0.08496223135
686	0.08477433516
687	0.08462541296
688	0.08442661701
689	0.08427908842
690	0.08411686689
691	0.08396111092
692	0.08379142151
693	0.08364476693
694	0.08348739406
695	0.08324714519
696	0.08304850131
697	0.08285952999
698	0.08264253261
699	0.08246770861
700	0.08231328671
701	0.08213804938
702	0.0819808482
703	0.08179302798
704	0.08163595638
705	0.08149260191
706	0.08133484725
707	0.0811925612
708	0.0810424912
709	0.08088282347
710	0.08075934022
711	0.08062769929
712	0.08046250283
713	0.08033886964
714	0.08016453735
715	0.07998010892
716	0.07985947064
717	0.0798294616
718	0.07970049216
719	0.079536165
720	0.07938383096
721	0.07917934864
722	0.07901383853
723	0.07885690207
724	0.07868367856
725	0.0785492661
726	0.07839652933
727	0.07829416764
728	0.07813862988
729	0.07800497851
730	0.07782033311
731	0.0777260004
732	0.07756880793
733	0.07740801373
734	0.07729031673
735	0.07712476213
736	0.07696289538
737	0.07685523183
738	0.07674846357
739	0.07661619418
740	0.07647578066
741	0.07628569547
742	0.07619122307
743	0.07605607409
744	0.07591959456
745	0.07575919841
746	0.07562547572
747	0.0755059674
748	0.07536086753
749	0.07520935905
750	0.07510982763
751	0.07498970506
752	0.07487153649
753	0.07474726541
754	0.07466300643
755	0.07449084961
756	0.07434660285
757	0.07417713358
758	0.07401759276
759	0.07392227302
760	0.07379048095
761	0.07364399215
762	0.07353281836
763	0.07336893533
764	0.07322028173
765	0.07305364606
766	0.07290658271
767	0.07285777026
768	0.07270619071
769	0.07252823775
770	0.07244018095
771	0.07230081004
772	0.0721541044
773	0.07207675394
774	0.07196013008
775	0.071868885
776	0.0717575145
777	0.07160475103
778	0.07151285498
779	0.07138522731
780	0.07128062398
781	0.07118233819
782	0.07102014109
783	0.07092615921
784	0.07082254391
785	0.07071114498
786	0.07057315578
787	0.07040814699
788	0.07030255648
789	0.07022280871
790	0.0700968077
791	0.06996138044
792	0.06983591808
793	0.06974647729
794	0.06964203145
795	0.06954388652
796	0.06940457867
797	0.06931991278
798	0.06916133532
799	0.06902277172
800	0.0688735183
801	0.06874967571
802	0.06864240103
803	0.06854410721
804	0.06844533662
805	0.06831758783
806	0.06820989477
807	0.06808393826
808	0.06797265603
809	0.06785780003
810	0.06773099039
811	0.06765685118
812	0.0675552867
813	0.06740422783
814	0.06729191319
815	0.06723526098
816	0.06713804015
817	0.0670434039
818	0.06696595659
819	0.06683128622
820	0.06668759695
821	0.06655923316
822	0.06642634528
823	0.06632589141
824	0.06620686556
825	0.06612350518
826	0.06601302888
827	0.06592306856
828	0.06581549351
829	0.0657000953
830	0.06556867869
831	0.06548734932
832	0.06535116804
833	0.06528917301
834	0.06524251656
835	0.06514244569
836	0.06501917036
837	0.06488269683
838	0.06480394997
839	0.06469082772
840	0.0645820686
841	0.06446902265
842	0.06441390125
843	0.06431027554
844	0.064218596
845	0.06412624464
846	0.06403770715
847	0.06391279723
848	0.06379248374
849	0.06369781055
850	0.06361502323
851	0.06350687971
852	0.06338724327
853	0.0632712725
854	0.06314704287
855	0.06306738364
856	0.06294992857
857	0.06286266982
858	0.06278664698
859	0.06268837367
860	0.06257406623
861	0.06255950419
862	0.0624452304
863	0.0623315444
864	0.0622644631
865	0.0621442289
866	0.06203930636
867	0.06196119602
868	0.06187445792
869	0.06180135504
870	0.0617082609
871	0.06156414183
872	0.06152792645
873	0.06143688751
874	0.06133284091
875	0.06122817072
876	0.06112010928
877	0.06101474696
878	0.06092690353
879	0.06083437361
880	0.06070735873
881	0.0605949656
882	0.06049818471
883	0.06038889523
884	0.06025646664
885	0.06012778956
886	0.06006665003
887	0.05994875881
888	0.05985381566
889	0.05976935627
890	0.05969244044
891	0.05959404167
892	0.05947088922
893	0.0593542957
894	0.05927005927
895	0.05916457747
896	0.05911694046
897	0.0590353316
898	0.05894820515
899	0.05885334367
900	0.05876830545
901	0.05868299107
902	0.05858496096
903	0.05849553713
904	0.05842329306
905	0.05837765352
906	0.0582980671
907	0.05820631396
908	0.05809686543
909	0.05798943534
910	0.0578940893
911	0.05783259095
912	0.05776849799
913	0.05766795488
914	0.05760551546
915	0.05753544226
916	0.05745870617
917	0.05739027508
918	0.05733062337
919	0.05724469435
920	0.05716169595
921	0.05707793274
922	0.05698672637
923	0.05689073621
924	0.05681947283
925	0.05674267812
926	0.05665688945
927	0.05664224591
928	0.05654805582
929	0.05648971443
930	0.05644935367
931	0.05634754921
932	0.05629533876
933	0.05620097582
934	0.0561201258
935	0.05605235395
936	0.05600304729
937	0.05598158161
938	0.05591161679
939	0.05585578304
940	0.05578062099
941	0.05572179552
942	0.05563212108
943	0.0555225069
944	0.05542929379
945	0.05536560787
946	0.05529209184
947	0.05518412278
948	0.05508794776
949	0.05501320949
950	0.05491356091
951	0.05483055657
952	0.05474017882
953	0.05465178039
954	0.0545491807
955	0.05447232267
956	0.05439909373
957	0.05435006726
958	0.05428397202
959	0.05419742198
960	0.05411584277
961	0.05402068205
962	0.05395054846
963	0.05389499894
964	0.05380553716
965	0.05373434141
966	0.05365339802
967	0.05356032425
968	0.05347410922
969	0.05343942166
970	0.05335796043
971	0.05331980223
972	0.053224351
973	0.05313381393
974	0.0530398415
975	0.05296379001
976	0.05287576773
977	0.05284815234
978	0.05276786857
979	0.05269462014
980	0.05263614481
981	0.0525413467
982	0.05245660284
983	0.05239764024
984	0.05233305931
985	0.05227768802
986	0.05220732699
987	0.05213429
988	0.0520461458
989	0.05198189053
990	0.05190631086
991	0.0518354949
992	0.05177069581
993	0.05169930524
994	0.05168761219
995	0.05160923193
996	0.05157863945
997	0.0515491995
998	0.0515096125
999	0.0514476804
1000	0.05135833451
1001	0.05129294027
1002	0.05122113972
1003	0.05117409368
1004	0.05109241635
1005	0.05102238847
1006	0.05094128778
1007	0.0508514526
1008	0.05080590045
1009	0.05071218025
1010	0.05064021524
1011	0.0505742641
1012	0.05052690174
1013	0.05047391605
1014	0.05040287532
1015	0.05037426735
1016	0.05032013015
1017	0.05024150573
1018	0.05018338917
1019	0.05014552156
1020	0.05007328602
1021	0.05001980681
1022	0.04995179676
1023	0.04986745779
1024	0.04979542511
1025	0.04973800736
1026	0.04967542626
1027	0.04956985831
1028	0.04953719662
1029	0.04946636637
1030	0.04940927978
1031	0.04934591233
1032	0.04928416032
1033	0.04921402712
1034	0.04913454444
1035	0.04906660575
1036	0.04899071657
1037	0.04896237574
1038	0.04891413467
1039	0.04890010351
1040	0.04883506938
1041	0.0487887151
1042	0.04876711107
1043	0.04870798668
1044	0.04866550297
1045	0.04860211399
1046	0.04852374899
1047	0.04848643461
1048	0.04844187119
1049	0.04837997935
1050	0.04831271508
1051	0.04823639901
1052	0.04816473099
1053	0.04811157483
1054	0.04806616892
1055	0.04798154254
1056	0.04791871888
1057	0.04787592038
1058	0.04784035145
1059	0.04781469144
1060	0.04779651843
1061	0.04777176653
1062	0.04773444116
1063	0.04765769695
1064	0.04757882569
1065	0.04749890513
1066	0.04742629784
1067	0.04737158685
1068	0.04730968684
1069	0.04722565582
1070	0.04717262171
1071	0.04716384554
1072	0.04709263926
1073	0.04703362637
1074	0.04696983665
1075	0.0469194891
1076	0.04688027278
1077	0.04681694394
1078	0.04680898895
1079	0.04678854915
1080	0.04674249609
1081	0.04672331166
1082	0.04667849703
1083	0.04665080736
1084	0.04659123662
1085	0.04653766995
1086	0.0464798761
1087	0.04643634142
1088	0.04638606339
1089	0.04632916195
1090	0.04627657935
1091	0.04622087039
1092	0.04620931545
1093	0.04616416831
1094	0.04611956872
1095	0.04604999223
1096	0.0459847036
1097	0.04592574895
1098	0.04586860688
1099	0.04582348992
1100	0.04575841705
1101	0.04574371373
1102	0.04568936383
1103	0.04565063847
1104	0.04557958555
1105	0.0455219585
1106	0.04546896895
1107	0.04538796247
1108	0.04535841176
1109	0.04532898068
1110	0.04527488897
1111	0.04521104864
1112	0.04515835773
1113	0.04510114983
1114	0.04503418995
1115	0.04497665014
1116	0.04490713875
1117	0.04486403095
1118	0.04481367694
1119	0.04475294009
1120	0.04471868517
1121	0.04465579805
1122	0.04459588141
1123	0.04456940741
1124	0.04454107561
1125	0.04448570609
1126	0.04442424813
1127	0.0444169882
1128	0.04439089992
1129	0.04436709628
1130	0.04430554192
1131	0.04423732029
1132	0.04418354346
1133	0.04417441354
1134	0.04412116424
1135	0.04408679223
1136	0.04403452394
1137	0.04401134162
1138	0.0439462418
1139	0.04389527789
1140	0.04383823069
1141	0.04378082723
1142	0.04372629382
1143	0.0436825934
1144	0.0436214513
1145	0.04356953043
1146	0.04353087234
1147	0.04348758544
1148	0.04344350123
1149	0.04338906851
1150	0.04338046877
1151	0.04331860337
1152	0.04327806036
1153	0.04324017681
1154	0.04318324676
1155	0.04312710055
1156	0.04308318371
1157	0.04303607248
1158	0.04296748218
1159	0.04290810159
1160	0.04285096702
1161	0.04278625637
1162	0.04275775385
1163	0.04272017106
1164	0.04264940293
1165	0.04261269759
1166	0.04256243864
1167	0.04254568361
1168	0.0425107202
1169	0.04250362304
1170	0.04249041404
1171	0.04244209154
1172	0.04241203099
1173	0.04239082625
1174	0.04235637812
1175	0.04232198662
1176	0.04228184399
1177	0.04223216316
1178	0.04219509869
1179	0.04213967587
1180	0.04208899855
1181	0.04202338793
1182	0.04199272738
1183	0.0419388427
1184	0.04190975483
1185	0.04188106334
1186	0.04183412461
1187	0.04177769114
1188	0.04174846575
1189	0.04170528647
1190	0.04165381846
1191	0.04164346338
1192	0.04159598483
1193	0.04155872773
1194	0.04150363109
1195	0.04147779924
1196	0.0414414392
1197	0.04140407525
1198	0.04135062356
1199	0.0413153411
